name,destination,categories,review_tags,description,rating,num_reviews,lat,lon,url
Tokyo Trick Art Museum,Tokyo,"Museums,Art Museums,Specialty Museums",,"Tokyo Trick Art Museum located in Odaiba, Tokyo, is committed to enjoy the 3D artworks and the visual illusion. Have a fun at “Edo Area” created for the first time in the world, “Haunted Mansion with Funny Japanese Monsters” and “Trick Art Gallery” the best collections of artworks. Be careful to bring your camera!",4.5,103,35.629356,139.77626,https://www.tripadvisor.com/Attraction_Review-g14134368-d8615316-Reviews-Tokyo_Trick_Art_Museum-Daiba_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
Shin-Marunouchi Bldg.,Tokyo,"Shopping,Shopping Malls",,"The newer companion to the Marunouchi Building, this building is found directly opposite Tokyo Station and features luxury shops and a wide selection of restaurants.",4.0,355,35.68268,139.76447,https://www.tripadvisor.com/Attraction_Review-g14129528-d1991065-Reviews-Shin_Marunouchi_Bldg-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
Buddha Bellies Cooking School Tokyo,Tokyo,"Food & Drink,Classes & Workshops,Cooking Classes","tokyo,english,sake,sushi making class,lesson,great teacher,techniques,culture,nigiri,fish cutting,learn how,japanese cuisine,bento box,udon noodles,knowledge,from scratch,okonomiyaki,session,highlights,learned how,a lot of fun,highlight of our trip,insight,vegetarian sushi,plum wine,cooking course,dough,cooking skills,metro station,pdf","Japanese Cooking School in Tokyo - learn how to make sushi, Bento Box, Okonomiyaki (Japanese pan cake) with us! Instructed by English speaking instructor. Our classes provide you intimate, cozy and friendly atmosphere, guided by a Japanese instructor who speaks English fluently. Also the kitchen is in the heart of Tokyo-easy access. Surely the experience of making sushi, bento, noodle etc...will give a certain spice to your cooking at home! This would be the best souvenir for you to bring Japan home. We ensure memorable moment while you stay in Tokyo.",5.0,461,35.70808,139.7698,https://www.tripadvisor.com/Attraction_Review-g1066443-d3757912-Reviews-Buddha_Bellies_Cooking_School_Tokyo-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
Ginza Namiki-dori,Tokyo,"Sights & Landmarks,Points of Interest & Landmarks","japan,shopping street,browse",,4.0,206,35.67214,139.76382,https://www.tripadvisor.com/Attraction_Review-g14129573-d1373681-Reviews-Ginza_Namiki_dori-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
Tokyo Monorail,Tokyo,"Transportation,Railways,Mass Transportation Systems",,,4.0,860,35.655304,139.75699,https://www.tripadvisor.com/Attraction_Review-g1066451-d2044221-Reviews-Tokyo_Monorail-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
Shoren-in Temple (Shoren-in Monzeki),Kyoto,"Sights & Landmarks,Sacred & Religious Sites","temple,garden,japan,tatami mats","Shoren-in temple is one of the five Monzeki temples of the Tendai sect in Kyoto; the head priests at these temples originally belonged to the imperial family. The atmosphere at the temple is solemn and peaceful, similar to the ambiance of the Imperial Palace; this kind of an environment can only be found at Shoren-in temple. For all the abovementioned reasons and more, make sure to visit Shoren-in temple when visiting Higashiyama in Kyoto. Further, we recommend a visit to Shogunzuka Dainichi temple, which is an isolated structure within Shorenin temple estate. In Shogunzuka Dainichi-do temple compound, there are two observatories that offer visitors a view of the entire city of Kyoto; there is also a garden that boasts of the natural beauty of the four seasons.",4.5,781,35.00733,135.78336,https://www.tripadvisor.com/Attraction_Review-g298564-d545963-Reviews-Shoren_in_Temple_Shoren_in_Monzeki-Kyoto_Kyoto_Prefecture_Kinki.html
Fushimi Inari-taisha Shrine,Kyoto,"Sights & Landmarks,Sacred & Religious Sites,Historic Sites","shrine,torii,photos,tourists,japan,thousands,hill,path,tori gates,kyoto station,fushimi inari,early in the morning,route,summit,tunnel,orange gates,avoid the crowds,arches,food stalls,peak,rice,memoirs,take your time,walk up,jr line,souvenir shops,prayer,nice walk,fox statues,bamboo forest","This shrine is one of many located throughout Japan that was built to honor Inari, the Shinto god of rice.",4.5,24786,34.967117,135.77267,https://www.tripadvisor.com/Attraction_Review-g298564-d321456-Reviews-Fushimi_Inari_taisha_Shrine-Kyoto_Kyoto_Prefecture_Kinki.html
Pontocho District,Kyoto,"Sights & Landmarks,Other,Neighborhoods","alley,japan",,4.0,1421,35.005,135.77113,https://www.tripadvisor.com/Attraction_Review-g298564-d321442-Reviews-Pontocho_District-Kyoto_Kyoto_Prefecture_Kinki.html
Ryoanji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites","temple,rock garden,rocks,zen garden,pond,meditation,simplicity,contemplation,tranquil,worth a visit,landscape,complex,dry garden",,4.0,2625,35.034492,135.71826,https://www.tripadvisor.com/Attraction_Review-g298564-d1386112-Reviews-Ryoanji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Otagi Nenbutsu-ji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites","temple,statues,tourists,arashiyama area,preserved street,jr saga arashiyama station","The temple, originally called Otagi-ji Temple, was first built in the Otagi District (The central part of present-day Kyoto) by order of Emperor Shotoku in the latter half of the 8th century. At the beginning of the Heian period (794-1192), the temple building was washed away when the Kamo River flooded. The temple was reestablished by Senkan Naigu (918-984), a priest of the Tendai sect, and became a branch of Enryakuji, the Tendai temple complex on Mt. Hiei. Over a period of three years beginning in 1922, the temple was transfered to its present location in the Saga District, in order to preserve it. The temple has a wonderful array of 1,200 carved stone figures of Rakan (disciples of Shaka, the founder of Buddhism) made by people from various parts of the country from 1981 to 1991 for the reconstruction of the temple.",4.5,298,35.031265,135.66121,https://www.tripadvisor.com/Attraction_Review-g298564-d1386143-Reviews-Otagi_Nenbutsu_ji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Kiyomizu-dera Temple,Kyoto,"Sights & Landmarks,Historic Sites,Points of Interest & Landmarks,Sacred & Religious Sites","temple,hill,tourists,japan,under renovation,main hall,structure,autumn,waterfall,yen,path,stone,trees,kyoto city,complex,souvenir shops,sakura,cherry blossoms,stage,leaves,early in the morning,long walk,pure water,longevity,entrance fee,veranda,single nail,womb","This most-visited temple in Kyoto was built to honor Kannon, the goddess of mercy. It's beautiful hillside location offers spectacular views of the city and valley below.",4.5,11660,34.994873,135.78497,https://www.tripadvisor.com/Attraction_Review-g298564-d321401-Reviews-Kiyomizu_dera_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Kyoto Imperial Palace,Kyoto,"Sights & Landmarks,Historic Sites","japan,emperor,architecture,visitors,castle,household,route,residence,english tour,complex,glimpse,admission,imadegawa,ceremonies,open to the public","This location was the home of the Imperial Family until 1868 when the formal residence was relocated to Tokyo. Free, guided tours are given daily but only to those who have made reservations in advance.",4.0,2461,35.02435,135.7619,https://www.tripadvisor.com/Attraction_Review-g298564-d321088-Reviews-Kyoto_Imperial_Palace-Kyoto_Kyoto_Prefecture_Kinki.html
Kodai-ji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites","temple,illumination,worth a visit,blossom,cherry,sakura,complex","Kodaiji Zen Temple is located in eastern Kyoto just south of Yasaka Shrine. This temple was established in 1606 by the noblewoman called Nene in memory of her late husband, Toyotomi Hideyoshi. Hideyoashi is renowned as the person who unified the nation of Japan. Even though he was from the lowest class of samurai family, He could be the top vassal by a lot of talents and communication skills. This his incredible promotion had come true by Nene's support. After they passed away, they had been very popular among people at that time. Temple visitors feel that Kodaiji was very humanity. One reason is Kodaiji was made while Nene was still alive. In the temple buildings, their belongings and cherish parts from the castle where they lived together were used.",4.5,1510,35.000736,135.78114,https://www.tripadvisor.com/Attraction_Review-g298564-d321402-Reviews-Kodai_ji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Mipig Cafe Kyoto,Kyoto,"Fun & Games,Game & Entertainment Centers","piggies,fun experience,micro pigs,animals,petting,therapeutic",,5.0,601,35.003624,135.74887,https://www.tripadvisor.com/Attraction_Review-g298564-d25054746-Reviews-Mipig_Cafe_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html
Eikando Zenrinji Temple,Kyoto,"Sights & Landmarks,Points of Interest & Landmarks,Sacred & Religious Sites","temple,autumn leaves,trees,beauty,visitors,yen,autumn season,take photos",,4.5,1733,35.014145,135.79486,https://www.tripadvisor.com/Attraction_Review-g298564-d479881-Reviews-Eikando_Zenrinji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Sanjusangendo Temple,Kyoto,"Sights & Landmarks,Historic Sites,Sacred & Religious Sites","temple,goddess,mercy,longest,main hall,rows,yen,guarding,incense,awe inspiring,no photos allowed,wooden statues,structure,remove your shoes,thousand armed kannon,warriors,entrance fee,complex,sheer number","Originally named Rengeoin Temple, this site has taken on the name of the great hall within which houses 1001 life-sized, wooden statues of Kannon, the goddess of mercy.",4.5,3977,34.988354,135.77197,https://www.tripadvisor.com/Attraction_Review-g298564-d321411-Reviews-Sanjusangendo_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Arashiyama,Kyoto,"Sights & Landmarks,Other,Scenic Walking Areas,Neighborhoods","bamboo grove,forest,tourists,japan,river,path,tenryuji temple,nature,day trip,rickshaw,jr,train station,stroll,autumn,scenery,togetsukyo bridge,early in the morning,kimono,zen,bamboo walk,tranquil,saga,walk around,long walk,avoid the crowds","Arashiyama is a small town on the Oi River. Its moon-crossing bridge, Togetsu-kyo, is a beautiful, much-beloved wooden structure. Arishiyama also has Tenryu-ji temple, one of the 14 World Heritage Sites in Kyoto.",4.5,6723,35.017136,135.67462,https://www.tripadvisor.com/Attraction_Review-g298564-d545940-Reviews-Arashiyama-Kyoto_Kyoto_Prefecture_Kinki.html
SAMURAI & NINJA MUSEUM with EXPERIENCE,Kyoto,"Museums,Specialty Museums","throwing,sword,japan,darts,weapons,demonstration,information,great fun,a lot of fun,katana,master,tour guide,culture,interactive experience,helmets,techniques,history lesson,awesome experience,shogun","We are an INTERACTIVE samurai & ninja museum focused on the history of Japan. We are located between the Nishiki Market and the Gion area. We provide tours on the samurai armors, samurai swords, samurai villages and samurai houses. We have family friendly ninja displays and ninja experiences such as ninja blow gun trial and the shuriken throw. Ninja lessons and ninja experiences in the ninja offered daily. Families, couples and martial arts fans welcome. We also have a distinctive samurai souvenir shop if you'd like to buy a samurai sword in Kyoto. You can buy authentic Edo period swords and carbon replica swords in addition to types of katana and wakizashi. We also have an extensive sword exhibition. Kyoto's best rated samurai, ninja, martial arts and history museum. A samurai village and samurai house feeling including a ninja dojo inside the museum. The ninja park for kids and a separate kimono tea ceremony room for families also available.",4.5,1364,35.00489,135.7668,https://www.tripadvisor.com/Attraction_Review-g298564-d13551788-Reviews-SAMURAI_NINJA_MUSEUM_with_EXPERIENCE-Kyoto_Kyoto_Prefecture_Kinki.html
Kinkakuji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites","temple,golden pavilion,tourists,japan,pond,reflection,beauty,kinkakuji,path,yen,kyoto station,sunny day,gold leaf,trees,zen,structure,take photos,selfie,entrance fee,sunlight,early in the morning,shogun,beautiful garden,landscape,snow,hordes","One of Kyoto's most famous attractions, this temple was originally built in 1397 as a residence for shogun Ashikaga Yoshimitsu. The structure was completely covered in gold leaf, earning it the name Golden Pavilion.",4.5,17254,35.039513,135.72847,https://www.tripadvisor.com/Attraction_Review-g298564-d321400-Reviews-Kinkakuji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Ginkakuji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites","temple,silver pavilion,zen,hill,beauty,moss,sand garden,autumn,philosophers path,gold,stroll,paths,philosophy,landscape,stone,entrance fee,higashiyama","Built in 1482 by the shogun Ashikaga Yoshimasa, this Zen temple was supposed to have been finished in a coat of silver. Although this step never occurred, the temple is still known by the name Silver Pavilion.",4.5,4654,35.026966,135.79805,https://www.tripadvisor.com/Attraction_Review-g298564-d321398-Reviews-Ginkakuji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Monkey Park Iwatayama,Kyoto,"Zoos & Aquariums,Nature & Parks,Outdoor Activities,Zoos","feeding,peanuts,cage,yen,path,benches,japan,bamboo forest,trees,baby monkeys,macaques,trek,minute walk,steep walk,playground,entrance fee,summit,fun experience,kyoto city,their natural habitat,up hill,wear comfortable shoes,togetsukyo bridge",,4.5,2690,35.011772,135.67645,https://www.tripadvisor.com/Attraction_Review-g298564-d665440-Reviews-Monkey_Park_Iwatayama-Kyoto_Kyoto_Prefecture_Kinki.html
Kyoto Station Building,Kyoto,"Shopping,Sights & Landmarks,Architectural Buildings,Shopping Malls","kyoto station,escalator,japan,architecture,shinkansen,jr,department store,ramen,complex,light show,futuristic,transportation hub,sky walk,maze","Kyoto Station Building is a train station and popular tourist spot, with a department store, The Cube selling souvenirs and fashion, Asty Road and Asty Square shopping areas, a mall, and restaurants.",4.5,4297,34.986015,135.7586,https://www.tripadvisor.com/Attraction_Review-g298564-d5220110-Reviews-Kyoto_Station_Building-Kyoto_Kyoto_Prefecture_Kinki.html
Toji,Kyoto,"Sights & Landmarks,Sacred & Religious Sites","temple,japan,statues,tallest,flea market,story pagoda,buddhist,yen,pond,complex,entrance fee,wooden pagoda,century,autumn,main halls,kobo,reflection",,4.5,1659,34.980274,135.74771,https://www.tripadvisor.com/Attraction_Review-g298564-d1310392-Reviews-Toji-Kyoto_Kyoto_Prefecture_Kinki.html
Nijo Castle,Kyoto,"Sights & Landmarks,Points of Interest & Landmarks,Castles","shogun,paintings,nightingale floors,shoes,moat,yen,worth a visit,structure,trees,intruders,residence,reproduction,japanese history,cherry,imperial palace,complex,era,edo period,gardens are beautiful,main building,world heritage site,squeaking,squeaky floors,restoration,gold","This world heritage site was the home of Tokugawa leyasu, one of the most powerful men in Japan. The castle was built as a residence and not for defense purposes. However, to protect the shogun from enemies, special creaky floorboards were installed to warn of anyone approaching.",4.5,7047,35.012756,135.75032,https://www.tripadvisor.com/Attraction_Review-g298564-d321408-Reviews-Nijo_Castle-Kyoto_Kyoto_Prefecture_Kinki.html
Sanzen-in Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites","temple,beauty,path,statues,tourists,peak,autumn leaves,kannon,scenery,highlights,guest hall,fewer visitors,overlooking the garden,inside the building,take your time,souvenir",,4.5,840,35.119396,135.83469,https://www.tripadvisor.com/Attraction_Review-g298564-d523412-Reviews-Sanzen_in_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Gion,Kyoto,"Sights & Landmarks,Other,Neighborhoods,Points of Interest & Landmarks,Scenic Walking Areas","geisha,japan,district,narrow streets,walk around,yasaka shrine,souvenirs,beautiful area,lots of shops","The most famous neighborhood in Kyoto is also known as the Geisha district. It is here, among the tea houses and private clubs, that you can catch a glimpse of a geisha in full dress including white makeup.",4.5,7303,35.003613,135.77472,https://www.tripadvisor.com/Attraction_Review-g298564-d321451-Reviews-Gion-Kyoto_Kyoto_Prefecture_Kinki.html
Tofuku-ji Temple,Kyoto,"Sights & Landmarks,Historic Sites,Sacred & Religious Sites","bridge,autumn foliage,tofukuji station,fushimi,ji temple,maple leaves,jr nara line,minute walk",,4.5,1841,34.977238,135.7736,https://www.tripadvisor.com/Attraction_Review-g298564-d479877-Reviews-Tofuku_ji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Nishiki Market Shopping District,Kyoto,"Shopping,Sights & Landmarks,Points of Interest & Landmarks,Flea & Street Markets","stalls,souvenirs,japan,pickles,street food,stroll,sushi,sake,rainy day,skewers,clothing,covered market,shops selling,yen,shrine,tofu,takoyaki,for sale,nice market,delicacies,wares","With a 400-year-old history, Nishiki Market is a downtown covered pedestrian arcade lined with 135 open-fronted shops selling seafood, produce, souvenirs, crafts, and Japanese snacks.",4.0,5545,35.004993,135.76259,https://www.tripadvisor.com/Attraction_Review-g298564-d554672-Reviews-Nishiki_Market_Shopping_District-Kyoto_Kyoto_Prefecture_Kinki.html
Nanzen-ji Temple,Kyoto,"Sights & Landmarks,Nature & Parks,Sacred & Religious Sites,Gardens","temple,autumn,trees,forest,stroll","This Zen Buddhist temple was converted from a former residence of Emperor Kameyama upon his death. The beautiful grounds include several buildings, hiking trails and a classic Zen garden.",4.5,2189,35.01123,135.793,https://www.tripadvisor.com/Attraction_Review-g298564-d321091-Reviews-Nanzen_ji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Katsura Imperial Villa,Kyoto,"Sights & Landmarks,Nature & Parks,Historic Walking Areas,Gardens","beauty,tour guide,train station,vending machine,taking photos","Application in advance is highly recommended.
-------------------------------------------------------------------
This beautiful home belonged to members of the Katsura family, one of the Imperial families of Japan. The home displays some very traditional Japanese architecture and landscape design.",4.5,481,34.98417,135.7103,https://www.tripadvisor.com/Attraction_Review-g298564-d321460-Reviews-Katsura_Imperial_Villa-Kyoto_Kyoto_Prefecture_Kinki.html
Tenryuji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites","temple,bamboo forest,arashiyama,zen,pond,beautiful garden,trees,leaves,cherry blossoms,landscape,rocks,complex,shoes,main building",,4.5,2001,35.015804,135.67352,https://www.tripadvisor.com/Attraction_Review-g298564-d1386106-Reviews-Tenryuji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Sannenzaka Ninenzaka,Kyoto,"Sights & Landmarks,Points of Interest & Landmarks","kimono,kiyomizu dera temple,shops selling,early in the morning,district,higashiyama,great walk",,4.5,1262,34.996666,135.78082,https://www.tripadvisor.com/Attraction_Review-g298564-d1386121-Reviews-Sannenzaka_Ninenzaka-Kyoto_Kyoto_Prefecture_Kinki.html
Philosopher's Walk,Kyoto,"Sights & Landmarks,Scenic Walking Areas","cherry blossoms,peaceful walk,route,japan,sakura season,great walk,leaves,small river,sakura trees,figaro,meander,philosophers path,higashiyama","This scenic path follows cherry-tree lined canal and is named after a Kyoto University philosopher, Kitaro Nishida, who used it for his daily walk.",4.0,3224,35.02211,135.79466,https://www.tripadvisor.com/Attraction_Review-g298564-d545965-Reviews-Philosopher_s_Walk-Kyoto_Kyoto_Prefecture_Kinki.html
Kennin-ji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites","zen,gion,tourists,artwork,shoes,rock garden,lovely temple,main temple,tatami mats,moss",,4.5,1020,35.000977,135.77385,https://www.tripadvisor.com/Attraction_Review-g298564-d1386175-Reviews-Kennin_ji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Ninna-ji Temple,Kyoto,"Sights & Landmarks,Historic Sites,Architectural Buildings,Sacred & Religious Sites","temple,cherry blossoms,tourists,omuro","Ninna-ji is a national tresure and also designated as a world heritage site. From over a thousand years ago, it has a deep co nection to the imperial family. Then, Ninna-ji is one of most famous temple which known for beautiful cherry blossoms, its wrapping up the end of the season in Kyoto - a town with many famous cherry trees.",4.5,1270,35.029022,135.71324,https://www.tripadvisor.com/Attraction_Review-g298564-d591803-Reviews-Ninna_ji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Nishi Honganji,Kyoto,"Sights & Landmarks,Sacred & Religious Sites","temple,japan,ginkgo,complex,tourists,sect,trees,free entry,counterparts,large halls,followers",,4.5,789,34.99184,135.7517,https://www.tripadvisor.com/Attraction_Review-g298564-d321443-Reviews-Nishi_Honganji-Kyoto_Kyoto_Prefecture_Kinki.html
Hosenin,Kyoto,"Sights & Landmarks,Historic Sites,Sacred & Religious Sites",,,4.5,201,35.121338,135.83398,https://www.tripadvisor.com/Attraction_Review-g298564-d1386161-Reviews-Hosenin-Kyoto_Kyoto_Prefecture_Kinki.html
Kyoto Samurai Experience,Kyoto,"Classes & Workshops,Lessons & Workshops",,"This is an excellent chance for visitors to get a firsthand look into the world of the samurai. Get a glimpse into the philosophies of Bushido (""The Way of the Warrior"") and try your hand at wielding a real katana. Afterwards, practice some inward reflection with Zen meditation, used by the samurai to calm their minds during battle.",5.0,915,35.00627,135.74763,https://www.tripadvisor.com/Attraction_Review-g298564-d11727379-Reviews-Kyoto_Samurai_Experience-Kyoto_Kyoto_Prefecture_Kinki.html
Ninja Dojo and Store,Kyoto,"Shopping,Classes & Workshops,Lessons & Workshops,Gift & Specialty Shops","fun,sword,techniques,teacher","Ninja hands-on training in English and ninja items store in down town Kyoto. Original and unique training which ninja actually used to train in the distant past. You can learn ninja arts, techniques, wisdom, spirits and survival skill. Experience authentic, traditional, historical, educational and cultural ninja training with ninja clothes, ninja meditation, ninja walking ,shuriken(ninja stars), ninja sword, kunai(dagger) and other ninja weapons. We provide two level of lessons. Entry level 1-hour lesson is basic ninja training. Elementary level 2-hour lesson is based on the entry level lesson and additional 5 more techniques. Ninja training is good for Group, Couple, Solo, Kids, Family, Activity, Martial arts, Workout, Exercise, City, Indoor, Rain and All seasons. At the store like a museum there are various ninja arms, tools, clothes and items that you couldn't find at other places. Feel the ninja spirit!",5.0,905,35.00154,135.75818,https://www.tripadvisor.com/Attraction_Review-g298564-d8380300-Reviews-Ninja_Dojo_and_Store-Kyoto_Kyoto_Prefecture_Kinki.html
Kamogawa River,Kyoto,"Nature & Parks,Bodies of Water",,,4.0,776,35.00733,135.77187,https://www.tripadvisor.com/Attraction_Review-g298564-d1386100-Reviews-Kamogawa_River-Kyoto_Kyoto_Prefecture_Kinki.html
Samurai Kenbu Theater,Kyoto,"Classes & Workshops,Concerts & Shows,Lessons & Workshops,Theaters","lesson,fun,instructor,japan,katana,art,skills","Kenbu, literally means 'sword dance' is one of Japanese traditional performing arts that shows the spirits and the culture of the Samurai. Samurai kenbu show and other lesson programs are available. All programs are held in English. Come and feel the traditions of the Samurai!!",5.0,817,35.009514,135.77556,https://www.tripadvisor.com/Attraction_Review-g298564-d3249405-Reviews-Samurai_Kenbu_Theater-Kyoto_Kyoto_Prefecture_Kinki.html
Daikaku-ji Temple,Kyoto,"Sights & Landmarks,Historic Sites,Sacred & Religious Sites","temple,beauty,autumn",,4.5,377,35.028133,135.6783,https://www.tripadvisor.com/Attraction_Review-g298564-d592885-Reviews-Daikaku_ji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Chion-in Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites","temple,buddhist,gion,tourists,monk,illumination,autumn leaves,well worth the visit",,4.0,720,35.005867,135.78377,https://www.tripadvisor.com/Attraction_Review-g298564-d479883-Reviews-Chion_in_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Yasaka Shrine,Kyoto,"Sights & Landmarks,Sacred & Religious Sites,Historic Sites","shrine,lanterns,maruyama park,tourists,gion district,food vendors,main hall,souvenirs,worship,japanese culture",,4.0,1634,35.003654,135.77855,https://www.tripadvisor.com/Attraction_Review-g298564-d1174912-Reviews-Yasaka_Shrine-Kyoto_Kyoto_Prefecture_Kinki.html
Kamigamo Shrine,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.5,620,35.060493,135.75275,https://www.tripadvisor.com/Attraction_Review-g298564-d1312180-Reviews-Kamigamo_Shrine-Kyoto_Kyoto_Prefecture_Kinki.html
Usaginonedoko Kyoto Shop,Kyoto,"Shopping,Museums,Art Galleries",,"Usagi no Nedoko offers a shop, accommodation and café in a vision of communicating a beauty of natural creation. We aim to provide a space where you would enjoy not only seeing but to purchase, stay, eat, socialize and learn in the museum-like atmosphere with nature made fauna and flora, and minerals. Usagi no Nedoko shop offers you a beauty of natural creations of plants, minerals and animals. We display and sell specimens collected from around the world. We also sell our original “specimen products” such as “Sola cube”, “Sola cube Mineral”, and “Uninoco”.",5.0,63,35.01079,135.73384,https://www.tripadvisor.com/Attraction_Review-g298564-d13384651-Reviews-Usaginonedoko_Kyoto_Shop-Kyoto_Kyoto_Prefecture_Kinki.html
Daigo-ji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites,Historic Sites,Points of Interest & Landmarks",,This temple complex includes several buildings and an expansive Japanese garden. One of the oldest structures in Kyoto is a five-story pagoda that can be found on the temple grounds.,4.5,657,34.95102,135.81955,https://www.tripadvisor.com/Attraction_Review-g298564-d321455-Reviews-Daigo_ji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Kyoto Botanical Garden,Kyoto,"Nature & Parks,Gardens","autumn,200yen",,4.5,393,35.04875,135.76274,https://www.tripadvisor.com/Attraction_Review-g298564-d1798946-Reviews-Kyoto_Botanical_Garden-Kyoto_Kyoto_Prefecture_Kinki.html
Higashi Hongan-ji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites","temple,complex,worth a visit,oishi,dragon",,4.0,773,34.9907,135.7593,https://www.tripadvisor.com/Attraction_Review-g298564-d321444-Reviews-Higashi_Hongan_ji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Kyoto Museum of Crafts and Design,Kyoto,"Museums,History Museums","exhibits,shop,tradition,fabric,worth a visit,japanese arts,rainy day,showcase,english descriptions,take photos","Encounter the beauty and technique of Kyoto traditional crafts We feature the history, processes etc.of each of the 74 kinds of traditional crafts, which have conveyed the history and culture of Kyoto with products and videos. Kyoto, the old capital, was established in 794 as Heian-kyo, and developed as the center of politics, culture and industry. Throughout history, Kyoto has kept taking in new ideas, while at the same time keeping the old ones, and has created various kinds of crafts by utilizing the advantage of a sophisticated design sense coupled with an advanced local economy. Kyoto Museum of Crafts and Design is the place where many people discover the industry and culture of Kyoto as well as being introduced to the beauty and technique that have been inherited here.",4.5,184,35.01344,135.78096,https://www.tripadvisor.com/Attraction_Review-g298564-d321405-Reviews-Kyoto_Museum_of_Crafts_and_Design-Kyoto_Kyoto_Prefecture_Kinki.html
Kyoto Railway Museum,Kyoto,"Museums,Specialty Museums","japan,shinkansen,simulator,ride,model,bullet train,station,dioramas,on display,aquarium,enthusiasts,jr,yen,steam locomotive,saitama,great collection,bento,interactive stuff,train buff",,4.5,721,34.986965,135.74284,https://www.tripadvisor.com/Attraction_Review-g298564-d10251298-Reviews-Kyoto_Railway_Museum-Kyoto_Kyoto_Prefecture_Kinki.html
Mt. Kurama,Kyoto,"Sights & Landmarks,Nature & Parks,Lookouts,Points of Interest & Landmarks,Mountains","temple,hike,path,trees,train station,kifune,forest,typhoon,descend,somen,noodles,steep climb",,4.5,530,35.11613,135.77167,https://www.tripadvisor.com/Attraction_Review-g298564-d1424607-Reviews-Mt_Kurama-Kyoto_Kyoto_Prefecture_Kinki.html
Gio-ji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites","moss gardens,fallen leaves",,4.5,416,35.023388,135.66711,https://www.tripadvisor.com/Attraction_Review-g298564-d592023-Reviews-Gio_ji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Shimogamo Jinja,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.5,1044,35.03873,135.77296,https://www.tripadvisor.com/Attraction_Review-g298564-d1198391-Reviews-Shimogamo_Jinja-Kyoto_Kyoto_Prefecture_Kinki.html
Okochi Sanso Garden,Kyoto,"Nature & Parks,Gardens","green tea,japan,viewpoint",,4.5,632,35.016933,135.66959,https://www.tripadvisor.com/Attraction_Review-g298564-d1386137-Reviews-Okochi_Sanso_Garden-Kyoto_Kyoto_Prefecture_Kinki.html
Kitano Tenmangu Shrine,Kyoto,"Sights & Landmarks,Historic Sites,Sacred & Religious Sites",,,4.0,1059,35.03141,135.73512,https://www.tripadvisor.com/Attraction_Review-g298564-d591799-Reviews-Kitano_Tenmangu_Shrine-Kyoto_Kyoto_Prefecture_Kinki.html
Heian Shrine,Kyoto,"Sights & Landmarks,Points of Interest & Landmarks,Sacred & Religious Sites,Historic Sites","shrine,trees,pond,beauty,covered bridge,beautiful garden,imperial palace,replica,kyoto station,precinct","This shrine was built in 1895 in celebration of the 1100th anniversary of the founding of the city of Kyoto. Admission is free but there is a small fee for entrance to the gardens, which are home to several beautiful weeping cherry trees which are in bloom during the spring months.",4.0,1243,35.015667,135.78247,https://www.tripadvisor.com/Attraction_Review-g298564-d1386117-Reviews-Heian_Shrine-Kyoto_Kyoto_Prefecture_Kinki.html
